mp-1120732,-0.7636716790624991
mp-1324167,-2.826759260916667
mp-1207177,-0.9464781233333331
mp-1205912,-3.5807018133999997
mp-984702,-0.26686518125
mp-1522520,-2.641178485166666
mp-1080384,-0.27604598333333347
mp-975256,-0.14897278875000008
mp-863734,-0.19133296499999908
mp-865653,-0.3743390583333337
mp-1215207,-0.2930441875000002
mp-981934,-2.919646555000001
mp-974505,-0.9136825019999997
mp-1064459,0.8069336545833332
mp-1008858,-0.9460833499999998
mp-364,-1.0889718949999994
mp-1023127,-1.9942107908823539
mp-541,-0.14331686875000038
mp-1111661,-1.415048378560345
mp-1008689,0.30684677111111114
mp-27466,-0.6970112412499999
mp-1355499,-0.6697805933333334
mp-978515,-0.39472750541666635
mp-1009792,0.45289562750000023
mp-1009787,0.9087232125
mp-644264,-0.5303232818181814
mp-1210624,-1.1685641144444447
mp-1185322,-0.30308192833333303
mp-11469,-0.47432293999999997
mp-1183334,0.1723961212499998
mp-972424,-1.1751174400000002
mp-865714,-0.45926386291666654
mp-1326175,-1.6548921149999998
mp-1110703,-1.553870610655172
mp-1214002,-0.6765275229310346
mp-1186292,-0.2941768783333334
mp-646116,-2.200336372281168
mp-978095,-0.4434738874999997
mp-865442,-0.5838493758333332
mp-861872,-0.4927590087500002
mp-3679,-0.5466691068750004
mp-1114070,-2.7499980707528735
mp-861913,-0.20876349833333352
mp-568466,-0.18222101277777783
mp-1222280,-0.2117377094444445
mp-2840,-0.09956502
mp-849663,-1.487644087066272
mp-30395,-0.6277214987499997
mp-7275,-0.2994562650000005
mp-1519522,-2.583998354333334
mp-1517265,-2.5077126473333338
mp-1213739,-2.53645845843353
mp-734733,-0.563982640123457
mp-1114113,-1.448707896333333
mp-1187378,-0.8811727925000001
mp-1245451,-0.7657883671428577
mp-1221358,-2.143600278045978
mp-1213040,-1.8429602015862065
mp-1113824,-2.5962954037500006
mp-29011,-0.3409506399999997
mp-4043,-0.7510871249218747
mp-7888,-3.020896056833334
mp-1193149,0.18177140551724028
mp-554973,-1.9032640121666664
mp-1200348,-0.3677454302500003
mp-980006,0.20239621624999993
mp-542070,-1.1234199367145605
mp-1197438,-2.48144205575
mp-1190620,-0.4546579927272722
mp-2019,-0.13194248833333214
mp-867276,-0.7366060049999996
mp-861594,-0.352084038333333
mp-1112873,-1.891600778255172
mp-864732,-0.5646137962500002
mp-1519208,-2.857144943966668
mp-20990,-0.8987026379999996
mp-1099250,-2.3032057037499998
mp-20695,-0.2506585250000004
mp-21369,2.3417538562499995
mp-976229,-0.4970247529333335
mp-632623,0.7029478855172409
mp-28402,-1.5650850475757585
mp-1227230,-0.4015619916666668
mp-554733,-2.6455633996014485
mp-1186118,-1.3239297163103452
mp-1095163,0.6447681311111112
mp-1113654,-3.1931826543333335
mp-1187471,-0.3355305424999999
mp-961685,-0.856931247183908
mp-1205508,-1.8338325725000004
mp-1202410,-0.07408920673913051
mp-1186766,-0.38998682249999916
mp-571184,-0.9621546610227273
mp-867910,-0.5943875829166663
mp-1112183,-1.3770531890999997
mp-631384,1.5365969216666668
mp-1261949,-2.4872757495454554
mp-865513,-0.8586732466666662
mp-978988,-0.4771628766666667
mp-768586,-1.225351345
mp-1077796,-0.8268389808333332
mp-979253,0.01130061458333298
mp-1181592,-0.5991553208117814
mp-1516643,-2.4647309255000005
mp-1523088,-2.4279091395
mp-1181927,-1.014579379560185
mp-1211152,-2.4972125574999993
mp-2921,-2.9372123179999994
mp-1094904,0.09357074874999949
mp-1039189,0.18697330624999964
mp-1112032,-0.8971982816
mp-10652,-1.4866298375000007
mp-342,-1.5928130675000007
mp-367,-1.1295608814285722
mp-505043,-2.3490385695000007
mp-999576,-0.3928779177155164
mp-1147702,-1.101556936904762
mp-1009264,-0.037594507500001484
mp-1203422,-0.06890098613616256
mp-1516590,-2.944438985666666
mp-1016875,-0.8531535770000005
mp-972412,-0.9651687941666669
mp-20111,-0.40189994500000026
mp-999083,-0.14465159989942578
mp-1183076,-0.3871514879166664
mp-7243,-0.662821757083333
mp-1436662,-3.3665412190000006
mp-865981,-0.43636815416666663
mp-1017591,-2.121453040000001
mp-758371,-3.2030239590000007
mp-2293,-0.5889403551373924
mp-972,-0.5769949501373919
mp-1521395,-2.4557907394885063
mp-1184963,0.4810676661250004
mp-23314,-0.8418829242857144
mp-2667,-0.3072804939655174
mp-1212555,-0.21879337919753064
mp-12006,-0.3470388874999995
mp-1186326,-2.2099849340000004
mp-14139,-2.5100945523750005
mp-1520156,-2.4543376312931047
mp-1110896,-1.8921426182551726
